                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6345,                 3.2474,                 1.4851,                0.00397,                      1,                0.20014,                0.10582,                 1.2446,                 3.6076,                 1.2503,                  2e-05,                  2e-05,                  2e-05
